"","ID","X","Y","RealNest","InsPixel","NDVIPixel","Harkwesp_S","W01count","W01mean","W01stdev","NDVI01coun","NDVI01mean","NDVI01stde","Sl01count","Sl01mean","Sl01stdev","W02count","W02mean","W02stdev","NDVI02coun","NDVI02mean","NDVI02stde","Sl02count","Sl02mean","Sl02stdev","W05count","W05mean","W05stdev","NDVI05coun","NDVI05mean","NDVI05stde","Sl05count","Sl05mean","Sl05stdev","W1count","W1mean","W1stdev","NDVI1count","NDVI1mean","NDVI1stdev","Sl1count","Sl1mean","Sl1stdev","W2count","W2mean","W2stdev","NDVI2count","NDVI2mean","NDVI2stdev","Sl2count","Sl2mean","Sl2stdev","W3count","W3mean","W3stdev","NDVI3count","NDVI3mean","NDVI3stdev","Sl3count","Sl3mean","Sl3stdev","W5count","W5mean","W5stdev","NDVI5count","NDVI5mean","NDVI5stdev","Sl5count","Sl5mean","Sl5stdev","W10count","W10mean","W10stdev","NDVI10coun","NDVI10mean","NDVI10stde","Sl10count","Sl10mean","Sl10stdev","Presence","SlPixel"
"11",1007,23246.816,197864.412,0,467116.59375,0.06335,26.64385,6,467149.03125,438.63419612225,249,0.081712461177664,0.043103796807174,6,26.1266584396362,0.962249498937852,22,467055.190340909,789.989610099451,999,0.102070389320147,0.057189096668091,22,26.0406075390902,1.95620623931519,148,465985.07347973,3134.88247447742,6246,0.134031004605357,0.065872642334222,148,27.5843157897124,3.89957368777431,600,464320.024791667,4068.3830558469,24989,0.132153540319027,0.064433974571501,600,25.8402598206202,5.27591500778593,2404,464425.230046277,3935.23829936478,99961,0.13526553485474,0.061238690426425,2404,25.5841884567416,6.21231311923115,5413,463604.068302004,4697.00886325752,224908,0.140561645869611,0.061356386125031,5413,24.6036805043308,7.01023708281224,15027,460552.808534222,6610.1344992386,624784,0.142466965335034,0.060462962838538,15027,21.1317713856023,8.08694079927524,53502,440292.50832325,50072.0303766914,2301297,0.181480456046317,0.102384151202698,53497,24.0520396494571,31.7109038579991,1,NA
"12",1008,23316.042,197892.73,1,452181.125,0.07111,12.08871,7,453990.116071429,4898.95449216164,249,0.119254781239962,0.038137463470224,7,13.1279487609863,1.53585615836614,24,452608.467447917,4343.43372323983,1000,0.142748797923326,0.042997530435319,24,12.8206566572189,2.65779286914784,149,446833.022651007,7897.72324332641,6249,0.151782397152106,0.052008682728603,149,11.6355119355573,5.51987232059466,601,445784.505043677,11472.1673470442,24987,0.153244457437609,0.052334031779809,601,12.3129067288064,6.7323949776707,2402,446339.928497086,12037.4746154302,99976,0.166735961154486,0.049585134237269,2402,12.3955751910098,7.24502376944462,5411,445486.521414711,12489.4365461251,224918,0.179539317349258,0.04731757834862,5411,11.7727460262495,7.46087878840389,15025,441393.564794093,18902.0008087422,624770,0.191382846092847,0.049057745644977,15025,13.4575173550386,12.5794871360291,56151,427646.465119165,43255.4443026454,2477994,0.201229865390647,0.09198902859596,56159,23.8239044467239,31.2521269394326,1,NA
"13",1009,23318.987,197899.163,1,451028.90625,0.11846,10.6644,6,451037.807291667,2006.7148697548,249,0.126333688481161,0.058818752604139,6,11.6610728899638,2.16503797858262,25,452127.82375,2302.09417473865,999,0.141516798628947,0.070332678455097,25,11.385499382019,2.02365730583125,152,452892.920230263,5090.90620132922,6247,0.112607011827353,0.065226929815328,152,11.606053517053,3.5400936180935,599,452038.412927796,8072.45778052706,24989,0.122483187090498,0.063056346086857,598,12.4228671186146,4.6634457962802,2219,440737.451104101,29862.6757786311,99950,0.123327493284395,0.061720811279057,2219,16.2224498843491,8.4074164461076,4322,437545.150501793,28981.4786332151,224927,0.118630421136924,0.066413836631647,4326,15.5043049974542,9.14645824449405,10212,435094.201793845,24791.0496773242,601592,0.124067083272419,0.079653878119463,10223,14.4765359435056,11.4923507140899,31327,429453.581062761,41701.8571992418,1902356,0.135752805226943,0.090451091149401,31326,20.4015364820914,29.6324166648167,1,NA
"14",101,23264.441,197880.552,0,456015.78125,0.11236,15.62052,6,450319.4375,7172.81477432562,256,0.131578979446203,0.026258085364945,6,17.1525767644246,3.99359068941622,25,454248.545,9014.2062298997,1007,0.118171249776191,0.041751805815628,25,19.9582789993286,4.79964583176114,152,450555.501439145,16650.8178127432,6255,0.134231636864167,0.057733027947609,152,21.1368065539159,8.77765471890532,601,454128.979617305,12617.9266383149,24984,0.147968295633592,0.057411237469993,601,25.6415298734846,10.4917772922903,2407,453248.532496365,14065.3146583867,99956,0.140707851413053,0.060901155804945,2407,25.7593580249141,8.05282862810443,5411,448945.127841434,18501.0209565842,224924,0.149135013759091,0.064730214653512,5411,26.0742938097293,7.9899280634821,15031,443838.744762907,23311.0609268335,624802,0.159093679800499,0.074292475974791,15031,28.055753366195,9.80888427986388,60100,441649.769082909,25284.3050570234,2499140,0.16672924194304,0.077580788792106,60101,27.1801898689421,14.4246573515855,1,NA
"15",1010,23319.233,197900.434,1,385385.1875,0.15615,33.22701,6,381907.166666667,11578.0579838601,249,0.139586614332644,0.069296753800356,6,31.2273178100586,5.08336383331444,24,386311.10546875,18671.9896353019,998,0.129227334747319,0.077822522346492,23,29.392592927684,8.23897929935181,114,393075.693530702,24861.75466048,6249,0.127239859746559,0.061405746153657,113,24.008319392141,11.3634161778818,374,410154.239221257,35260.5434441184,24986,0.107294657123912,0.06371706623273,373,19.6497906099695,12.7095410050013,1332,426783.734633071,36133.9292069872,99977,0.092580420404012,0.05829462586798,1334,18.314638227135,10.5433600463157,2910,433631.376342354,34379.1799968815,224915,0.089188392862821,0.060742301630642,2917,17.9536330914269,9.743277785558,7757,433470.507239429,27677.0463229677,565686,0.101801396744769,0.076152405128395,7768,15.9199336193498,12.033976951049,26884,429167.406200889,39048.7717998154,1794984,0.125338622006964,0.088200966675194,26891,19.0719418400524,21.1985229557755,1,NA
"16",1011,23299.961,197887.094,1,420510.21875,0.02287,32.10566,7,426791.071428571,10535.7457958385,248,0.06073180615579,0.046784315438898,7,29.7755584716797,5.01679707518557,23,430681.055706522,12255.2169857693,998,0.108770510984794,0.063157213898184,23,28.3454723358154,5.02537508910153,148,434095.922508446,15994.7751143105,6249,0.126660867803317,0.054535013031146,148,26.3348422155187,9.05056541943254,600,437359.382708333,18382.0797435051,24980,0.129964730761368,0.055625768165204,600,26.1198058553537,11.1898336979296,2401,432024.853485527,28233.6425332829,99974,0.133288549861527,0.051081394913757,2401,26.5792298743572,10.4715023627267,5414,431549.497636336,31957.375031922,224923,0.144620087884058,0.0522670978303,5414,26.8072388573936,11.0120329783788,15027,434684.534326754,32672.4706077507,624754,0.153671946744026,0.058286216015983,15027,25.3326459876876,15.6284590011383,60102,422818.914756827,49256.8339933765,2499073,0.188488950929431,0.084353454631478,60102,28.1794298480194,27.7044200972775,1,NA
"17",1012,23300.382,197885.606,1,459889.1875,0.01863,31.49837,7,460533.803571429,1685.72382654921,251,0.054032501326763,0.043552212225414,7,32.4585612160819,2.03614691208342,24,460570.82421875,2831.40290526293,999,0.097644845663278,0.06261461368601,24,31.2849072615306,2.61742914323149,149,461254.581375839,3925.92065425686,6249,0.14834108179081,0.061052900484772,149,28.8990693252359,5.13950360588533,600,462075.527604167,5175.47482489653,24990,0.140198290147962,0.059538924668196,600,28.6220315265656,6.06317696083881,2404,456155.427269655,13666.5632815222,99964,0.134870914919559,0.051324245855476,2404,27.8840135019551,8.92845080897619,5413,451054.11253002,19817.5122566091,224914,0.1391955057388,0.049440453322002,5413,26.4208060546666,9.8323296730229,15030,442656.6540835,27483.572123317,624790,0.143016776624949,0.050924393408984,15031,24.4206722691044,12.0394742229151,60094,428557.626627268,41050.7289249688,2499136,0.186985079720002,0.078921147415388,60094,26.5350219525833,23.8989564912792,1,NA
"18",1013,23258.327,197892.905,0,464681.96875,0.00594,23.65692,6,464909.291666667,1011.2436007257,251,0.008419310263139,0.015556627081658,6,25.3431517283122,1.42555157547839,25,464071.87375,1978.39622124604,1001,0.008661877827023,0.012884004640683,25,26.956304397583,4.13418112885488,154,461993.784902597,3058.99382140735,6248,0.030915410895775,0.049465249539406,154,26.735164041643,5.86698659962357,603,453599.28259743,12346.0250522337,24987,0.048066575732086,0.054629482660286,603,28.0635415477737,11.8629897241011,2403,445541.516047649,14221.7903075675,99967,0.065937295991524,0.054006725273699,2402,30.045773947368,10.7206825080059,5405,444541.155064755,15852.7912971305,224918,0.084088232182964,0.066246536111669,5405,30.8563306719368,16.3057773931646,15023,431384.679191906,36498.0653644517,624778,0.121901296156065,0.083983699069497,15023,32.6389630219713,21.419901471298,55207,414342.922284397,51299.9307757949,2336713,0.187167828236887,0.112981120548434,55235,35.3311371388387,26.6689421996777,1,NA
"19",1014,23244.536,197883.64,0,453475.21875,0.13625,9.89604,6,452687.088541667,1458.02794098677,244,0.123867827666099,0.043944546220031,6,9.1605490843455,1.06723868769611,25,450181.5525,2881.49577689153,997,0.129257738605186,0.032163237500739,25,7.67382974624634,2.09597583153583,152,447807.843955592,5391.59335156675,6245,0.162077129910215,0.041130402156941,152,8.69423524878527,4.53311771266203,598,441705.180079431,9722.89380486564,25002,0.160464506909524,0.041735427711669,598,10.3798043294794,6.15583703414998,2405,435837.099181393,12259.9995833711,99978,0.171853884908702,0.057665458448229,2405,11.6162803920787,8.38640756121177,5409,431001.831039702,12816.3104402726,224940,0.177655992690397,0.060064637376848,5409,13.4532365334367,8.70695910231764,15026,423087.712940279,21755.6725677963,624737,0.192008981704701,0.060711281703203,15026,16.7225083744286,11.3167229629822,51029,419884.707092872,33478.838643482,2180183,0.210260207912275,0.073558141724526,51030,20.4413886103161,16.9757647300303,1,NA
"20",1015,23242.467,197867.77,0,461782.71875,0.01392,33.91168,7,462454.973214286,1530.61652516435,253,0.037908241369949,0.032286712050272,7,32.7887987409319,2.14902419099904,24,460512.46484375,3207.23995527651,1006,0.05399525367005,0.0426169326472,24,31.4428656101227,4.01442317577292,149,460252.824874161,3927.46887019161,6245,0.088065460983148,0.064858388966092,149,29.1211330874654,4.69700212989121,601,461931.396838602,3606.96630593923,24992,0.12007261485471,0.073673623083182,601,27.6617846607964,4.78541869462564,2405,462071.247258316,4753.54483746361,99957,0.132612918275294,0.069493809585987,2405,23.7718988123158,6.27955125296122,5411,461037.227308954,6034.50739617158,224912,0.135326271645925,0.066188256861243,5411,21.0513854507509,7.04247489266547,14792,457836.975275909,9337.83986310215,624778,0.140543955642702,0.070400763835648,14783,18.2263243034989,7.75806460950781,46891,447086.351492691,22102.3520088697,2036841,0.173611553353858,0.083449713490304,46883,17.680503845601,14.9170471237907,1,NA
"21",1016,23280.106,197882.481,1,455435.15625,0.10594,33.45802,6,451811.692708333,2920.48251747913,252,0.094297355964839,0.025955410278934,6,33.7106634775798,3.24714890308031,25,451074.11625,4869.16091497293,999,0.099887471390633,0.046916627711315,25,30.5141361236572,3.91079499587407,151,451359.934809603,4977.92015591007,6246,0.121527527122729,0.050162470706811,151,32.0159807773615,5.94911275539116,602,452191.984167359,6263.2338411781,24988,0.128386080673365,0.045048938331388,601,32.5924882365146,7.45749413165059,2406,451492.244895574,8700.95161421008,99941,0.129249194707789,0.049257593382359,2406,33.3692296155769,9.49608833731253,5414,450198.244383774,12176.8789331743,224929,0.1296518842585,0.05149880692134,5414,34.4461259898287,13.1782792883527,15029,450723.90976196,16901.3172916507,624777,0.131135710275287,0.054797268196564,15030,31.2098548388846,13.8224433506095,60101,451156.300783785,16924.8563914555,2499128,0.133332996077088,0.055908907653718,60103,26.806382554122,13.1500635122958,1,NA
"22",1017,23271.036,197885.721,0,427432.75,0.15976,36.77965,7,435794.875,5286.70294553413,252,0.134469739324044,0.055101501151997,7,33.7753456660679,3.01736948443985,22,441974.727272727,8843.19036788483,1001,0.148029624377484,0.067841300900088,22,32.5086656917225,3.57975199402821,146,442492.13869863,10105.2774937124,6245,0.1538155969459,0.051600534036233,146,29.1370886645905,5.6350804224307,599,444983.925970367,9258.51201380418,24987,0.148883821889953,0.053412870033046,599,27.2806807933546,6.61020930460606,2405,441067.321530665,15133.8086078191,99951,0.152581490951679,0.057743607589305,2405,29.9803662595531,9.40819673577039,5410,438510.517450324,15328.1571910296,224928,0.152260113238729,0.060358138842664,5410,30.9086109625213,10.7999119434066,15022,442345.640822627,17657.5814415103,624771,0.144048434204457,0.066104731827413,15022,29.0997859984745,12.5777856854123,59818,442318.6706067,26247.8939741757,2499125,0.137200150730138,0.075180533064345,59829,31.9182192923466,15.539348732473,1,NA
"23",1018,23280.966,197891.52,0,454612.84375,0.03004,19.97114,6,454895.395833333,1371.73474945897,249,0.03568621278445,0.019112037290189,6,17.2543004353841,2.96680921044862,26,453711.792067308,2854.30657980675,998,0.040933295813779,0.021082424246955,26,19.3440450521616,6.28159593705307,154,453774.465706169,5404.88533501533,6246,0.057236434769217,0.033413936036503,154,20.4722723960876,4.92426770455131,600,452885.586458333,7788.31190960789,24988,0.062697724164425,0.036839279451431,600,19.4849058699608,5.11827755419129,2406,449924.518573358,9670.39209219309,99949,0.065455150718196,0.038022867647622,2406,20.9741403471898,6.82749872961716,5404,447605.847265914,12347.9509895453,224918,0.070914815607964,0.046877000638535,5404,22.4139202670818,7.5833417838584,14802,430085.438700746,45281.3000571712,624798,0.116889400076081,0.085669949407749,14810,27.8428604248164,22.0845856545477,48674,426500.127846023,45385.8750418288,2417975,0.182794121980922,0.119115186675694,48692,27.4051153067728,22.2294984460632,1,NA
"24",102,23275.189,197885.045,1,467339.90625,0.05603,30.54509,4,468205.65625,865.75,249,0.066006350439476,0.047786495464193,4,31.8201084136963,0.75457869598892,24,465531.701822917,2434.75673827826,998,0.05093987849317,0.037158382090723,24,27.5379141171773,4.21606231260466,150,462316.448333333,4912.51621959656,6250,0.05732020362772,0.044389199368486,150,23.4651831483841,6.59499025629172,606,449368.243811881,19781.6780715978,24991,0.083946843407465,0.061180098402391,606,18.4397734319023,7.92786684757328,2411,434680.012028204,27135.92567619,99979,0.113094887308148,0.068952612269183,2411,22.9302303071637,10.7141681707517,5407,436098.416000092,24305.9482392636,224915,0.128815776875945,0.06887908806264,5407,27.5274219872309,13.7525004964412,15019,441013.233741428,21610.4576229437,624779,0.140667218629494,0.065132795637391,15019,30.3150252355852,15.9721197418911,60074,448762.435932662,18747.7295705617,2499074,0.12844206243387,0.062374109341125,60079,29.1771055730682,13.5565492515288,1,NA
"25",103,23265.783,197880.951,0,466260.53125,0.1573,30.85221,6,466446.21875,1015.20124012075,247,0.140290181797284,0.02310873864066,6,29.5839862823486,1.67914703568058,26,463871.835336538,2390.66345999665,993,0.136846651668751,0.041521122419122,26,30.486614374014,3.20196428864193,152,460364.429481908,3649.2165673964,6249,0.140215901467919,0.04996251903493,152,29.6326149137397,3.59328835750078,600,459317.223020833,5385.57329932753,25000,0.126765097422386,0.05622296030591,600,29.3316743946075,5.05564515894068,2404,454583.22827839,12194.5103936302,99979,0.142688296173297,0.05837935282117,2404,29.3171516658859,8.16997533898345,5410,450253.333456562,16548.6791695029,224933,0.146531948517291,0.065869125361436,5410,29.4099273330844,8.13067576792062,15029,446325.245446304,21731.9969995408,624756,0.154423345650466,0.071010127654788,15030,29.9849739098105,10.0022758199224,60094,444085.619365728,24071.6126278828,2499086,0.1582091037058,0.075229100963886,60094,28.3572047315728,14.3823924255813,1,NA
"26",104,23264.957,197878.739,0,463437.5625,0.04527,22.09217,7,464610.28125,1864.12092217753,251,0.062114165299962,0.035100534810043,7,23.9666268484933,2.25340258681978,24,464903.6015625,1674.25846410963,1000,0.06993859673338,0.043131257101034,24,24.781497557958,3.24851282949763,149,466163.029991611,1882.78890585024,6250,0.097976262210943,0.059835222644929,149,26.449587482734,3.7857684719144,600,465808.40765625,2877.27327643971,24996,0.110912254028815,0.057325350148972,600,27.4656223313014,4.66564227273299,2406,462895.800174044,7103.30130143255,99947,0.117618446958274,0.054096819001781,2406,27.2718877187889,8.22637139402114,5415,460590.977141043,7328.41957045163,224923,0.118700653968922,0.053774868515288,5415,25.8972425621963,8.8080274786583,15030,452318.719300981,16977.0834343287,624790,0.137104625020934,0.062947576631755,15029,25.2010684238753,10.5467542146749,60097,443528.282748749,24373.4095137385,2499114,0.165444498787238,0.071325670579283,60096,25.0258992922478,14.4819167622921,1,NA
"27",105,23258.051,197893.519,0,456089.0625,0.00394,23.84036,6,455727.098958333,1742.92938402585,249,0.010880469493231,0.011649063748631,6,24.1237443288167,1.33531574130612,25,453115.5575,7490.26715723624,997,0.015219924475441,0.016489473995788,25,23.5415585327148,3.57565597718522,153,443087.115400327,18349.9590182314,6249,0.028728198507058,0.032803548195521,153,25.9132529559478,12.5169076045463,601,440023.885399334,20419.5480520371,24994,0.05586655906582,0.053547056037921,601,28.9009708299018,15.0932104913412,2402,443899.482540591,17743.6268039826,99947,0.079360723750384,0.067409652083658,2402,31.2782050491273,16.6474824425394,5403,438572.728166065,36779.4055983456,224922,0.099948890171663,0.076288357412985,5403,33.7290949968746,27.9669741145929,15024,430106.068268895,38340.7064585214,624775,0.128078534244749,0.086036018149233,15024,32.6116959876138,21.9853663091395,52901,414151.534668827,51864.1139813492,2246841,0.186701519774995,0.114188187072527,52930,35.5086844900594,27.2645617011831,1,NA
